filename,true_label,teacher_pred,kd_pred,baseline_pred,teacher_correct,kd_correct,baseline_correct,js_teacher_kd,js_teacher_baseline,spearman_teacher_kd,spearman_teacher_baseline,ssim_teacher_kd,ssim_teacher_baseline
chain_saw_0102.npz,3,3,3,3,1,1,1,0.1505871600262675,0.21166740985819707,0.9204235261047159,0.8508467720378101,0.9407193127809418,0.9008940014316862
chain_saw_0103.npz,3,3,4,3,1,0,1,0.13886009240264185,0.1925197802352164,0.7445918367346938,0.6040816326530613,0.9463313856298783,0.8902464218697267
chain_saw_0104.npz,3,3,7,1,1,0,0,0.4143933954067545,0.4528939951059923,0.543554066500033,0.33938762962963637,0.6278796985277211,0.6780434375552897
chain_saw_0105.npz,3,3,3,3,1,1,1,0.12599642921630527,0.22066571302374435,0.8822388897392724,0.8527528504730518,0.9595090615373549,0.919574338609951
chain_saw_0106.npz,3,3,3,3,1,1,1,0.11305723921353757,0.13275048076738086,0.8806122448979592,0.8633673469387754,0.9580659515782578,0.9495878605363952
chain_saw_0107.npz,3,3,3,3,1,1,1,0.1284002120888722,0.13866496273081738,0.9473469387755101,0.9299928612566034,0.958883299853446,0.9577265274099325
chain_saw_0108.npz,3,3,3,3,1,1,1,0.16196697171938657,0.19019150231069054,0.9103473937076811,0.8493305527737909,0.9655183758937534,0.9477353533385878
chain_saw_0109.npz,3,3,3,3,1,1,1,0.14519141601485952,0.19488182371664567,0.9023189370011854,0.8025714944319279,0.9495064032642403,0.9092852431303764
chain_saw_0110.npz,3,3,3,3,1,1,1,0.13255589010304827,0.11767378641939386,0.9048979591836734,0.9141836734693876,0.9626000166927006,0.966237806920105
chain_saw_0111.npz,3,3,3,3,1,1,1,0.13971854097054423,0.16688800441247023,0.9161224489795917,0.9476530612244898,0.958230518112647,0.9430557105909649
chain_saw_0112.npz,3,3,3,3,1,1,1,0.11847848819097821,0.1498916420643813,0.933877551020408,0.9089795918367346,0.9705901551572085,0.9465489983276668
chain_saw_0113.npz,3,3,3,3,1,1,1,0.09030680402912696,0.12100378566697186,0.9484693877551019,0.9032653061224489,0.9825766089251119,0.9629165383034036
chain_saw_0114.npz,3,3,3,3,1,1,1,0.1552604682738163,0.1692362291851596,0.8989692872609919,0.857842641470757,0.9532982009398727,0.9535558119365917
chain_saw_0115.npz,3,3,3,3,1,1,1,0.09950452114978367,0.15094411908449798,0.9693449527204261,0.9199099595247855,0.9850162442212405,0.9547032002874877
chain_saw_0116.npz,3,3,3,3,1,1,1,0.1294154484455898,0.17366344652067744,0.906910890879054,0.8196938775510203,0.949771645929892,0.9002094812179017
chain_saw_0117.npz,3,3,3,3,1,1,1,0.18300177601874473,0.16063526590788405,0.7985714285714285,0.795204081632653,0.9259590260435191,0.9426742057907744
chain_saw_0118.npz,3,3,3,3,1,1,1,0.12822158762513935,0.1406352437129972,0.9023469387755101,0.8775510204081631,0.963496488552795,0.9533711795273753
chain_saw_0119.npz,3,3,3,3,1,1,1,0.2573934724506846,0.173492701030782,0.5440351084559369,0.8239795918367346,0.8086315123554223,0.935277405463046
chain_saw_0120.npz,3,3,3,3,1,1,1,0.12674776721701986,0.17375068295916657,0.9218367346938774,0.8631632653061224,0.9679159762146096,0.9291905873466684
chain_saw_0121.npz,3,3,3,3,1,1,1,0.1381679584499989,0.15559670798064956,0.8257142857142856,0.7548979591836734,0.9630300864922993,0.9414938509824752
chain_saw_0122.npz,3,3,3,3,1,1,1,0.1359243790971439,0.14782602231548145,0.8694897959183672,0.861938775510204,0.9548688756589742,0.9444167839739536
chain_saw_0123.npz,3,3,3,3,1,1,1,0.10511634337070118,0.15758280748943373,0.9706733824469035,0.941243554660325,0.9888730493400728,0.9764139180383999
chain_saw_0124.npz,3,3,3,3,1,1,1,0.17622226004942282,0.1882008868038861,0.803265306122449,0.7966326530612243,0.9347384995700104,0.9182269982168884
chain_saw_0125.npz,3,3,3,3,1,1,1,0.10181515741326964,0.1256358471476103,0.9675510204081631,0.9468367346938774,0.9785560105985079,0.9757806657636292
chain_saw_0126.npz,3,3,3,3,1,1,1,0.16097693137484057,0.14198202950593333,0.6862244897959183,0.6644897959183673,0.9360400035508661,0.9507676933221948
chain_saw_0127.npz,3,3,3,3,1,1,1,0.14780462146990786,0.1620738084675639,0.9087755102040815,0.873469387755102,0.9434158587051655,0.9419697147770356
chain_saw_0128.npz,3,3,3,3,1,1,1,0.3002263109211443,0.28310788726550307,0.668319388501677,0.6950753076538412,0.8105996968745077,0.8482704893515036
chain_saw_0129.npz,3,3,3,3,1,1,1,0.15189221821658203,0.11813519590790787,0.7143877551020407,0.8301020408163264,0.9443469768775752,0.9695205305267036
chain_saw_0130.npz,3,3,3,3,1,1,1,0.11297648728756007,0.1176760842156552,0.9316326530612243,0.8992857142857141,0.9702084940407693,0.9742311282073852
chain_saw_0131.npz,3,3,3,3,1,1,1,0.21703412065721112,0.2336896615280688,0.7609888009823397,0.594555983764479,0.8476753896526456,0.8387761353930576
chain_saw_0132.npz,3,3,3,3,1,1,1,0.1260855892399568,0.09289197129169227,0.9727551020408163,0.9809183673469387,0.9628997166135203,0.9908519995861663
chain_saw_0133.npz,3,3,3,3,1,1,1,0.16113106090856366,0.13132908181506753,0.8293877551020407,0.8210204081632653,0.9192376499831472,0.9450264191678158
chain_saw_0134.npz,3,3,3,3,1,1,1,0.2032219348295202,0.19001695925593276,0.7392857142857142,0.7330612244897958,0.9288556097939707,0.9480577688082049
chain_saw_0135.npz,3,3,3,3,1,1,1,0.12421880734998668,0.15045955175833806,0.8823469387755101,0.8487755102040815,0.9668452363235299,0.9475576115709127
chain_saw_0136.npz,3,3,7,9,1,0,0,0.24444203997767214,0.5670602383340136,0.9051039207491102,-0.4145612636764524,0.8966319141327734,0.39272293011093456
chain_saw_0137.npz,3,3,3,3,1,1,1,0.1392935047032365,0.13610923409019554,0.9078571428571428,0.9147959183673469,0.9603823047989055,0.963700124169857
chain_saw_0138.npz,3,3,3,3,1,1,1,0.10993924041229274,0.12043429166652247,0.9332653061224488,0.8990816326530612,0.9787377888986095,0.9719438128269664
chain_saw_0139.npz,3,3,3,3,1,1,1,0.14385645773644698,0.12560450567930048,0.9200054739674396,0.9054620883630176,0.9655533172383496,0.9869767057062607
chain_saw_0140.npz,3,3,3,3,1,1,1,0.21836122954627743,0.18729299900561094,0.6468367346938775,0.7407142857142857,0.8531622024440046,0.8936277314443161
chain_saw_0141.npz,3,3,3,3,1,1,1,0.3643237107361336,0.33078541450712284,0.6073018674633736,0.6910076460139185,0.7471646278236007,0.8174130573095153
chain_saw_0142.npz,3,3,3,3,1,1,1,0.12914117208485776,0.22498352916511408,0.9093877551020407,0.7642558403327079,0.9710307136214067,0.920319958228918
chain_saw_0143.npz,3,3,3,3,1,1,1,0.12738417584930223,0.18355074615268216,0.9199132569362356,0.8627314046722019,0.9642369961120882,0.9212164153957758
chain_saw_0144.npz,3,3,3,3,1,1,1,0.17181162118314602,0.16702238372507738,0.8369091050964343,0.8362458228696311,0.9332271004065487,0.9535127344731748
chain_saw_0145.npz,3,3,3,3,1,1,1,0.06683697679367616,0.10265155114497787,0.9781632653061223,0.9621428571428571,0.9918340421325155,0.9820075708810129
chain_saw_0146.npz,3,3,3,3,1,1,1,0.10767000736373432,0.12145871640452938,0.9609966086346388,0.9637571444522366,0.9861175659189364,0.9837350900924607
chain_saw_0147.npz,3,3,3,3,1,1,1,0.2713203417409365,0.2915366369205466,0.7646698682536738,0.8679457132653805,0.8636310394547578,0.8293388153100756
chain_saw_0148.npz,3,3,3,3,1,1,1,0.16041226718586651,0.18661995816166013,0.8736734693877551,0.8147959183673469,0.9403882209126118,0.9093863175400884
chain_saw_0149.npz,3,3,3,3,1,1,1,0.13762159998689522,0.22113441446859355,0.9464784306231351,0.8686972778772869,0.9770388809593064,0.9184704923786963
chain_saw_0150.npz,3,3,3,3,1,1,1,0.1544819399613631,0.13226832518008902,0.9160118427125286,0.9022679152914311,0.9437997892648446,0.9598507437329988
chain_saw_0151.npz,3,3,3,3,1,1,1,0.0804486834582743,0.11864412316495328,0.9715306122448979,0.9552040816326529,0.9883065315447115,0.9677409074949711
chain_saw_0152.npz,3,3,3,3,1,1,1,0.08424816101039008,0.15268055460088134,0.9578571428571429,0.9047959183673469,0.984717016855494,0.9431189248027221
chain_saw_0153.npz,3,3,3,3,1,1,1,0.06949448094525047,0.13214810853086636,0.9766326530612243,0.8816326530612245,0.9890586292227886,0.9683201991179174
chain_saw_0154.npz,3,3,3,3,1,1,1,0.21602409239950965,0.21934385917339788,0.8645965125549625,0.8461964678816374,0.9649484930806647,0.9527828305360477
chain_saw_0155.npz,3,3,3,3,1,1,1,0.09422552650343613,0.11145749471176583,0.937142857142857,0.9072448979591836,0.972897323869589,0.9681449401671666
chain_saw_0156.npz,3,3,3,3,1,1,1,0.14019641061258767,0.18327494393992572,0.9187548142939572,0.8354081632653061,0.9671011647910226,0.9240460721417743
chain_saw_0157.npz,3,3,3,7,1,1,0,0.2128735066543597,0.3624363510321784,0.39367346938775505,-0.03883643913112822,0.843621542949738,0.6903195255586178
chain_saw_0158.npz,3,3,3,3,1,1,1,0.1381807626360292,0.11975603196181749,0.9307142857142856,0.9561978625015106,0.9448325878546687,0.963041690420009
chain_saw_0159.npz,3,3,3,3,1,1,1,0.12966335715430038,0.17948327265742117,0.8959183673469386,0.7530612244897958,0.9607845858734766,0.9203408839092606
chain_saw_0160.npz,3,3,3,3,1,1,1,0.12229513873129416,0.1261769876606013,0.9407554604838491,0.9483320293980573,0.9751719059916568,0.9715533552166798
chain_saw_0161.npz,3,3,3,3,1,1,1,0.10495572274870965,0.11327880887231892,0.9568367346938775,0.9685714285714284,0.9718783284689917,0.9723915715060593
chain_saw_0162.npz,3,3,3,3,1,1,1,0.12432944925215791,0.11794723285869538,0.9263265306122448,0.9345918367346938,0.956748423998041,0.9674974394376017
chain_saw_0163.npz,3,3,3,3,1,1,1,0.08775126839707813,0.13127479035887146,0.9669124215498708,0.9499999999999998,0.9883997713460363,0.9611817519427204
chain_saw_0164.npz,3,3,3,3,1,1,1,0.13129109989319823,0.1799721954138619,0.8868367346938775,0.7620408163265304,0.9569623177888862,0.9191299864004615
chain_saw_0165.npz,3,3,3,3,1,1,1,0.17697227998279652,0.15787920719240964,0.8372640192428804,0.847392835549396,0.9537429596203393,0.9617943088512496
chain_saw_0166.npz,3,3,3,3,1,1,1,0.12388237348183624,0.15484730416712456,0.9129591836734693,0.8702040816326531,0.9752606458270229,0.9609290812602843
chain_saw_0167.npz,3,3,3,3,1,1,1,0.14146248389392976,0.13724575319831417,0.8633383507490561,0.8445918367346938,0.9471876826118095,0.9480522095510875
chain_saw_0168.npz,3,3,3,3,1,1,1,0.26032646056581155,0.2548325658586877,0.8594607008077448,0.886196076718891,0.855387414364231,0.8571123805796123
chain_saw_0169.npz,3,3,3,3,1,1,1,0.17291132359566644,0.13526287990263564,0.800204081632653,0.851734693877551,0.9212360361887613,0.9473670006786645
chain_saw_0170.npz,3,3,3,3,1,1,1,0.11211645096824176,0.09664555150481308,0.9341836734693877,0.9437755102040816,0.9682325601692391,0.9774550044008471
chain_saw_0171.npz,3,3,3,1,1,1,0,0.16186718978026934,0.32337663493947183,0.8563993982224991,0.2658741295285935,0.9463836083031141,0.7126287607578435
chain_saw_0172.npz,3,3,3,3,1,1,1,0.2491236187989741,0.21656953951345553,0.7666751971970291,0.8959428717294181,0.8352894503327628,0.8977382523010753
chain_saw_0173.npz,3,3,3,3,1,1,1,0.12319236151636168,0.1511093776695136,0.9257142857142857,0.9012244897959184,0.96451838493483,0.9536214433745128
chain_saw_0174.npz,3,3,3,3,1,1,1,0.14959642415719165,0.19520714741745965,0.8984412870598739,0.8125207278339767,0.9538385712533857,0.9271418025235861
chain_saw_0175.npz,3,3,3,3,1,1,1,0.13700912732530438,0.16966934470557185,0.9036734693877551,0.8645918367346936,0.9415140119872252,0.9111201584570051
chain_saw_0176.npz,3,3,3,3,1,1,1,0.17035459748292645,0.1360015381173029,0.7458163265306121,0.8122448979591835,0.9174751085483718,0.9560864916018216
chain_saw_0177.npz,3,3,3,3,1,1,1,0.0853150033450666,0.0873086505303213,0.9240816326530611,0.9096938775510203,0.9826611601836607,0.9814138091971473
chain_saw_0178.npz,3,3,3,3,1,1,1,0.18024629086787375,0.21417222010017292,0.6445918367346938,0.6256122448979591,0.9005877212936042,0.8522306415809737
chain_saw_0179.npz,3,3,3,3,1,1,1,0.1523337753853292,0.1649786375126744,0.8270408163265305,0.795408163265306,0.9330745235988579,0.9177734415953063
chain_saw_0180.npz,3,3,3,3,1,1,1,0.17033384928410306,0.21850201840008565,0.8830612244897957,0.7368367346938774,0.9332622666705711,0.9020903636590103
chain_saw_0181.npz,3,3,3,3,1,1,1,0.08988607698278651,0.06710991589150322,0.964081632653061,0.9795918367346939,0.9825782980272397,0.9928898101442976
chain_saw_0182.npz,3,3,3,3,1,1,1,0.16782793889631167,0.2078996656503197,0.8283673469387755,0.8392693175654895,0.9442004641072789,0.8979240644278726
chain_saw_0183.npz,3,3,3,3,1,1,1,0.14237854949867043,0.19588769415108873,0.8859403197324388,0.7453432240606146,0.9727416755006283,0.9378808817666522
chain_saw_0184.npz,3,3,3,3,1,1,1,0.12071367665043874,0.11966712197957774,0.9192857142857143,0.9191050795102828,0.972722696679687,0.9824863827049197
chain_saw_0185.npz,3,3,3,3,1,1,1,0.11359990948934884,0.13444848346529997,0.9660204081632653,0.9501020408163264,0.9753352435776087,0.9693775363102822
chain_saw_0186.npz,3,3,3,3,1,1,1,0.12106996054388848,0.09807503888047606,0.9160204081632651,0.9313265306122448,0.9785337798324246,0.9850621863843071
chain_saw_0187.npz,3,3,3,3,1,1,1,0.13032092675807702,0.15219626890848637,0.9411224489795916,0.9043877551020407,0.9562588429897501,0.9506715698830044
chain_saw_0188.npz,3,3,3,3,1,1,1,0.13041361121738057,0.11603614723710365,0.7289795918367346,0.7074489795918367,0.9555284572971676,0.96366227779608
chain_saw_0189.npz,3,3,3,3,1,1,1,0.09930026035804254,0.12507850748875757,0.9378571428571427,0.915204081632653,0.9842614013582774,0.9708785151863464
chain_saw_0190.npz,3,3,3,3,1,1,1,0.1279938605209604,0.22443908066221022,0.960612244897959,0.8853061224489795,0.9618128539465561,0.8475330181296531
chain_saw_0191.npz,3,3,3,3,1,1,1,0.13866552493980971,0.12686177296422002,0.9261970971661022,0.9283400089757742,0.9581257381674193,0.9663409092611318
chain_saw_0192.npz,3,3,3,3,1,1,1,0.1676909051640812,0.16556564301896262,0.8661224489795917,0.781938775510204,0.9308584809377655,0.9262453912687053
chain_saw_0193.npz,3,3,3,3,1,1,1,0.17483701750791203,0.1991577198797051,0.8554935365668432,0.8445280346486215,0.9662034381199496,0.9399137132991028
chain_saw_0194.npz,3,3,3,3,1,1,1,0.08628194752831327,0.15113368146305897,0.9576487446540071,0.8758036579945321,0.9897806484899953,0.9726612334179442
chain_saw_0195.npz,3,3,3,3,1,1,1,0.08594048952908795,0.08782246648410284,0.9738775510204081,0.9679591836734693,0.9890527575118863,0.9878962132312307
chain_saw_0196.npz,3,3,3,3,1,1,1,0.13053120859833037,0.15670565281503696,0.8423469387755101,0.7958163265306122,0.9710564718155521,0.9542140316724997
chain_saw_0197.npz,3,3,3,3,1,1,1,0.1795588520845552,0.21157204502943705,0.8786425394489287,0.8329676208912941,0.9304912212193426,0.8923475703081157
chain_saw_0198.npz,3,3,3,3,1,1,1,0.2068693163492841,0.2224818470993184,0.8192857142857142,0.7720408163265307,0.8682462115588356,0.8504470999154528
chain_saw_0199.npz,3,3,3,3,1,1,1,0.1822530779738983,0.2262658825828221,0.82234693877551,0.6261224489795917,0.9346731081545225,0.8984459617225833
chain_saw_0200.npz,3,3,3,3,1,1,1,0.17115221455636948,0.20276413123693077,0.8416326530612244,0.7392857142857142,0.9349374729091648,0.8880914606119442
chain_saw_0201.npz,3,3,3,3,1,1,1,0.12057975877492558,0.10426419717662641,0.9225510204081632,0.9407142857142857,0.9632316438034405,0.9720092420517327
chain_saw_0202.npz,3,3,3,3,1,1,1,0.13246263880208167,0.12345326810297144,0.911281384680155,0.8871075091238528,0.955953460856995,0.9589133794675063
chain_saw_0203.npz,3,3,3,3,1,1,1,0.1617660506296684,0.13836857757963397,0.8910941608552841,0.9178571428571427,0.9670094853993956,0.969494767429207
chain_saw_0204.npz,3,3,3,3,1,1,1,0.08986036249570277,0.11974523542550829,0.9479591836734692,0.9127551020408162,0.9799944354542786,0.9666127621348503
chain_saw_0205.npz,3,3,3,3,1,1,1,0.07834967490040062,0.09832842375499849,0.9724737879130672,0.9471428571428571,0.990142042097395,0.9781025140615663
chain_saw_0206.npz,3,3,3,3,1,1,1,0.12282788178964664,0.1561814809687279,0.9531632653061224,0.9147959183673469,0.9725667024253384,0.955414151511508
chain_saw_0207.npz,3,3,3,3,1,1,1,0.12583224103604998,0.1499524251537496,0.9192857142857143,0.8982653061224488,0.9678085330862438,0.9531605421034094
chain_saw_0208.npz,3,3,3,3,1,1,1,0.0710866592382776,0.11517033862553656,0.953469387755102,0.9106122448979591,0.9928447530183405,0.9768489481207225
chain_saw_0209.npz,3,3,3,3,1,1,1,0.12310116334025295,0.1892297948883255,0.8909183673469386,0.7406122448979591,0.9776042625250343,0.9500002529077696
chain_saw_0210.npz,3,3,3,3,1,1,1,0.15817195631066505,0.258733968063071,0.861734693877551,0.6774489795918368,0.960629241520517,0.8692512262743032
chain_saw_0211.npz,3,7,6,7,0,0,0,0.3870873719611626,0.32889559160653103,0.41956830261361827,0.5780955000748396,0.6937473398952025,0.7583059304443249
chain_saw_0212.npz,3,3,3,3,1,1,1,0.12122220209998627,0.107698944278492,0.9113265306122449,0.9111224489795917,0.955733468354366,0.963264801085032
chain_saw_0213.npz,3,3,3,3,1,1,1,0.16157118210509744,0.11428426469852827,0.9034693877551019,0.9269387755102041,0.9446387293260939,0.9680382379350521
chain_saw_0214.npz,3,2,2,2,0,0,0,0.1514306366105433,0.16357454127745855,0.7527551020408163,0.7099999999999999,0.9373231883202529,0.9290745018901143
chain_saw_0215.npz,3,3,3,1,1,1,0,0.15698764689575642,0.3250465043073174,0.8630123104277737,0.5003571819094839,0.9427135740467525,0.7581425559692754
chain_saw_0216.npz,3,3,3,3,1,1,1,0.1449389744759681,0.17397994498363772,0.9387599182879154,0.9263587951488035,0.9747557671455322,0.9574593510170274
chain_saw_0217.npz,3,3,3,3,1,1,1,0.07196000514602116,0.06663288636799364,0.9541836734693877,0.958673469387755,0.9881053019102434,0.9875169466877611
chain_saw_0218.npz,3,3,3,3,1,1,1,0.13698383329379984,0.1852797574791081,0.9053061224489795,0.8056122448979591,0.9615691260748036,0.9381723710125572
chain_saw_0219.npz,3,3,3,3,1,1,1,0.1312384446195875,0.13905813358481423,0.9398674016766198,0.904747437938106,0.9709437715933855,0.9703943897442532
chain_saw_0220.npz,3,3,3,3,1,1,1,0.11011376980027149,0.14918810427901433,0.9316326530612243,0.8759183673469387,0.9779517252087566,0.9553491781296908
chain_saw_0221.npz,3,3,3,3,1,1,1,0.11566326253496514,0.11710274292577458,0.9529543880625658,0.965480293681524,0.9711485631360216,0.979974938100277
chain_saw_0222.npz,3,3,3,3,1,1,1,0.07619928897834831,0.16547116581641083,0.9534598897734231,0.840820980886767,0.9871739304233226,0.9142084389779817
chain_saw_0223.npz,3,3,3,3,1,1,1,0.1130141979438977,0.17284784629991884,0.9685961379717558,0.8669098704318426,0.9841246548449866,0.9556308643524817
chain_saw_0224.npz,3,3,3,3,1,1,1,0.20532978355615528,0.2253265232270584,0.8525727699909419,0.863287329039302,0.8638502362093052,0.8278487758149213
chain_saw_0225.npz,3,3,3,3,1,1,1,0.09121584539179102,0.09470099215897891,0.9651266617084773,0.9734942221081491,0.9902045088543884,0.9882478297383274
chain_saw_0226.npz,3,3,3,3,1,1,1,0.07145702600928085,0.11406885324268079,0.9678571428571427,0.8955102040816325,0.990157038934048,0.9734942883431678
chain_saw_0227.npz,3,3,3,3,1,1,1,0.15076573901739632,0.1621383007431077,0.8480612244897958,0.8985714285714285,0.9614889793056342,0.9450203852959217
chain_saw_0228.npz,3,3,3,3,1,1,1,0.11806002661578192,0.1260270882190312,0.9355102040816325,0.9257142857142857,0.9674630606307698,0.959943032669347
chain_saw_0229.npz,3,3,3,3,1,1,1,0.13524097792586795,0.11878080094155209,0.8479591836734693,0.9205102040816326,0.9667162739999647,0.9760148033970582
chain_saw_0230.npz,3,3,3,3,1,1,1,0.12735059582483496,0.11013796380263087,0.7891836734693878,0.8688775510204081,0.9489048913755548,0.9651787436614317
chain_saw_0231.npz,3,3,3,3,1,1,1,0.10887861456331506,0.12873087322781787,0.8899999999999998,0.8326530612244898,0.9704530058327396,0.9570587930448874
chain_saw_0232.npz,3,3,3,3,1,1,1,0.09037754107080188,0.08968950667338049,0.9548933614372915,0.9597815658876506,0.982777230909569,0.9861095406522082
chain_saw_0233.npz,3,3,3,3,1,1,1,0.15192555328794513,0.18966846953416047,0.893746609283414,0.8654490353107744,0.9745154215521978,0.9657449433991143
chain_saw_0234.npz,3,3,3,3,1,1,1,0.10530784497956135,0.14875185741861044,0.922142857142857,0.7939795918367346,0.9753440875281901,0.969674837385641
chain_saw_0235.npz,3,3,3,3,1,1,1,0.11410597279782843,0.12018418302140835,0.9484549485872024,0.9654504014227119,0.9771583816198702,0.9769118977153003
chain_saw_0236.npz,3,3,3,3,1,1,1,0.19218482167831633,0.17271189532454398,-0.1711224489795918,-0.01653061224489796,0.8805211736019457,0.900606438099575
chain_saw_0237.npz,3,3,3,3,1,1,1,0.1368779438478941,0.17762455805989422,0.8460204081632653,0.6277551020408162,0.957369396289255,0.9132369947262656
chain_saw_0238.npz,3,3,3,3,1,1,1,0.20043711863539052,0.20988600923390108,0.854707861456157,0.8650121257409242,0.9204744238769091,0.9345158983286102
chain_saw_0239.npz,3,3,3,3,1,1,1,0.11470625034310725,0.13966213501537775,0.9330612244897959,0.8640816326530611,0.9780570479102846,0.9684593648011343
chain_saw_0240.npz,3,3,3,3,1,1,1,0.14958422502691052,0.1470530204048978,0.9061128733784025,0.9123290467442334,0.9625801015024341,0.9689498694161938
chain_saw_0241.npz,3,3,3,3,1,1,1,0.15435544166708048,0.158669350525729,0.8854081632653059,0.9033673469387755,0.9260851707201797,0.9050324034088919
chain_saw_0242.npz,3,3,3,3,1,1,1,0.16462455114446653,0.1662526588395419,0.895816326530612,0.9059183673469386,0.9231889130873543,0.9273895194723751
chain_saw_0243.npz,3,3,3,3,1,1,1,0.12211934314977516,0.1794822900825216,0.9522060012774097,0.9122713246775828,0.9665678845521031,0.920596891224835
chain_saw_0244.npz,3,3,3,3,1,1,1,0.0917019666589096,0.09920279774541714,0.9394897959183673,0.9361224489795918,0.9865920601982306,0.984177510921539
chain_saw_0245.npz,3,3,3,3,1,1,1,0.1586795842656378,0.08950050435033861,0.7787755102040816,0.9163265306122448,0.9288675283141946,0.9800401613164894
chain_saw_0246.npz,3,3,3,3,1,1,1,0.14849545515040577,0.1827239053319157,0.9055929781588078,0.8446995815022436,0.9624994851961926,0.9409461246343935
chain_saw_0247.npz,3,3,3,3,1,1,1,0.0991779288808894,0.09566543301299729,0.9526530612244897,0.9630612244897958,0.9764982343054498,0.9889381221765244
chain_saw_0248.npz,3,3,3,3,1,1,1,0.11553704929726726,0.15376767523759882,0.9213265306122448,0.8414285714285713,0.9665260279296568,0.9383905053112426
chain_saw_0249.npz,3,3,3,3,1,1,1,0.1492078656811002,0.18968727058023077,0.9455354045458678,0.9112006054615263,0.9570532405134043,0.9441503459234662
chain_saw_0250.npz,3,3,3,3,1,1,1,0.10819147141815959,0.10403607461832833,0.9227551020408162,0.9378571428571427,0.9812598880189968,0.9891723593885581
chain_saw_0251.npz,3,3,3,3,1,1,1,0.08832032639071843,0.13345186259208158,0.9473469387755101,0.8712244897959184,0.9825835568700418,0.9415856886095114
chain_saw_0252.npz,3,3,3,2,1,1,0,0.19494247058998815,0.5227830524872294,0.8902466692483659,-0.4828726807427103,0.9308803440258808,0.4248244223794084
chain_saw_0253.npz,3,3,5,5,1,0,0,0.48110794077614105,0.3552237766018321,0.07920340198287627,0.5371124320154046,0.5005236817660197,0.7047149078035307
chain_saw_0254.npz,3,3,3,3,1,1,1,0.06539808852012818,0.13854013968801182,0.9570408163265304,0.7961224489795918,0.9947476829291061,0.9756385280901597
chain_saw_0255.npz,3,3,3,3,1,1,1,0.14704875630018133,0.09069994804194256,0.9454513879909843,0.9760523541662134,0.9685312822015515,0.9851569736767518
chain_saw_0256.npz,3,3,3,3,1,1,1,0.20678846624107314,0.2005343508318297,0.7892642147436159,0.7436734693877549,0.9013537419456573,0.9079453930381314
chain_saw_0257.npz,3,3,3,3,1,1,1,0.14978544655645284,0.19122432493247543,0.7896938775510203,0.6842857142857143,0.9360267653017577,0.8907349592610484
chain_saw_0258.npz,3,3,3,3,1,1,1,0.11717347102570567,0.16381502989714672,0.8893877551020407,0.8364285714285713,0.9722031853091895,0.9261363712749997
chain_saw_0259.npz,3,3,3,3,1,1,1,0.298480700245857,0.29781383392615246,0.8259666647205772,0.8109339581621453,0.8358969918778012,0.8352417189416026
chain_saw_0260.npz,3,3,3,3,1,1,1,0.10627449257364735,0.12652520201838627,0.9478172379340439,0.9243809338769559,0.9852999183512156,0.9806906590397064
chain_saw_0261.npz,3,3,3,3,1,1,1,0.16229273682718826,0.24018917926268865,0.9136455286486541,0.7776897521083569,0.9471235817295152,0.8804960081297984
chain_saw_0262.npz,3,3,3,3,1,1,1,0.15020203660883774,0.1335072070549814,0.8931860509552022,0.9303280779631614,0.9581131066400586,0.9723194762534101
chain_saw_0263.npz,3,3,3,3,1,1,1,0.09448673229114794,0.13514305938744436,0.9213265306122448,0.8556122448979591,0.9822033188039556,0.9598809937875847
chain_saw_0264.npz,3,3,3,3,1,1,1,0.15893436940710373,0.19580311964295058,0.8529591836734692,0.6657142857142857,0.9309360179166913,0.8961927913322649
chain_saw_0265.npz,3,3,3,3,1,1,1,0.15134590148724714,0.15853712503717246,0.8305102040816326,0.7246938775510203,0.9430198681558398,0.9392500255045835
chain_saw_0266.npz,3,3,3,3,1,1,1,0.14842577277413024,0.2721384918539897,0.8946656805380709,0.7131131820216009,0.9550664329367449,0.916146367599752
chain_saw_0267.npz,3,3,3,3,1,1,1,0.10783863656436535,0.19041499025633177,0.9415306122448979,0.8558163265306121,0.9746789175340783,0.9006775567432405
chain_saw_0268.npz,3,3,3,3,1,1,1,0.11933150930586583,0.15049829133579568,0.8683673469387754,0.7610204081632652,0.9756848332496035,0.9652173375387094
chain_saw_0269.npz,3,3,3,3,1,1,1,0.162202284224025,0.17024272136858287,0.8719610196974982,0.9278808135879874,0.9534677570172795,0.9397483586459345
chain_saw_0270.npz,3,3,3,3,1,1,1,0.16908851725112972,0.18685833306001687,0.8872806849563306,0.8708505613083706,0.9658622251382947,0.9489393725960675
chain_saw_0271.npz,3,3,3,3,1,1,1,0.10120845499326789,0.11836090256403631,0.9308163265306122,0.8813265306122449,0.9815389266803519,0.9748261989407311
chain_saw_0272.npz,3,3,3,3,1,1,1,0.10712679382906819,0.12785214224438834,0.9441836734693877,0.9234693877551019,0.9744312404524924,0.9752192769609398
chain_saw_0273.npz,3,3,3,3,1,1,1,0.20769682020461214,0.22191452750890606,0.8127168809961216,0.7808138816085133,0.8989329225853044,0.8812619154898994
chain_saw_0274.npz,3,3,3,3,1,1,1,0.1437418478498126,0.17787177972032336,0.9292857142857142,0.8951020408163265,0.9584035474177214,0.9409307466285343
chain_saw_0275.npz,3,3,5,5,1,0,0,0.37929702992273956,0.42446607632166383,0.4630064316384516,0.1750625243815284,0.621797079904844,0.553268293066625
